"gene","rho","pval","padj"
"Plekhf2",0.0795451785266751,0.00326188172109972,0.232737348791778
"Ndufs2",0.0795052879045665,0.00327750491183203,0.232737348791778
"Rpl10",0.0792104226818092,0.00339511747469611,0.238577734211458
"Polr3a",0.0790442155933185,0.00346309143834857,0.240845513846386
"Ndufaf6",0.0785621318149279,0.00366730707929435,0.252445444458364
"Tbc1d12",0.0782521960771383,0.00380431314562801,0.256151527446562
"Ms4a6c",0.0782194697372793,0.00381904761530394,0.256151527446562
"Lrrc4",0.0781206288488897,0.00386386402146942,0.256151527446562
"Rbpj",0.0779692503564269,0.00393342771887746,0.256450735949809
"Arhgef11",0.0778083955267266,0.00400858947938267,0.256450735949809
"Ptpn9",0.077799888876001,0.00401260036086123,0.256450735949809
"Fmn1",0.0776892864117109,0.00406508166983036,0.256450735949809
"Stau2",0.0776839499262623,0.00406762952069812,0.256450735949809
"Taf6",0.0771242891806111,0.00434301159747851,0.268788589326514
"Gm26522",0.0768933106607665,0.00446150598435015,0.270937291842067
"Virma",0.0768508378256279,0.00448361085191326,0.270937291842067
"Ahctf1",0.0767147532617778,0.00455510487566699,0.270937291842067
"Foxo3",0.0766584473163844,0.00458498652281589,0.270937291842067
"Mob1a",0.0765588506723668,0.00463827719285442,0.270937291842067
"Dse",0.0765263278672907,0.0046557999629747,0.270937291842067
"Zfp143",0.0765206442489356,0.00465886834474945,0.270937291842067
"Elf2",0.0763108752855494,0.00477340242281233,0.275225408070872
"Dnajb14",0.0758066273900612,0.0050592055401326,0.287189113294588
"Gsk3b",0.0757948876742087,0.00506603979870383,0.287189113294588
"Alcam",0.0756923833796841,0.00512606762689351,0.288170435091864
"Slc41a2",0.0754597645167456,0.00526468095551196,0.293516840709783
"Taf1d",0.0750974989280901,0.00548729193132729,0.30342025712077
"Rnh1",0.07476550442301,0.00569871653341757,0.312549119792154
"Polk",0.0746146079058033,0.00579721596793133,0.3128982728964
"Usp36",0.0745556825681482,0.00583609460828267,0.3128982728964
"Atp5h",0.074519952232691,0.00585978349924185,0.3128982728964
"Slc35a3",0.0744736446839311,0.00589061379452161,0.3128982728964
"Sarnp",0.0743933076462961,0.00594444661117355,0.313290912804506
"Nlrc5",0.0743026859085244,0.006005702271002,0.314065639691314
"Iqsec3",0.0741973143262958,0.0060776419537918,0.315382866309842
"Pex7",0.0740717783468646,0.00616435985489432,0.315573638718648
"Kdm1a",0.074056661514535,0.00617487701020776,0.315573638718648
"Nrp2",0.0739435646071583,0.00625407478804102,0.316980995602029
"Nell2",0.0738836626859444,0.00629639095918646,0.316980995602029
"Nmt2",0.0736697591892417,0.00644960654190158,0.317883373918139
"H2-Eb1",0.073651718998115,0.00646268039354887,0.317883373918139
"Mfsd11",0.0735251841740101,0.00655505236743937,0.317883373918139
"Cdc123",0.0734718124916158,0.00659436873207099,0.317883373918139
"Plekha8",0.0734681885167532,0.00659704600482351,0.317883373918139
"Ifi203",0.0731258714888134,0.00685438354970133,0.325631488917501
"Ubp1",0.0728518553809134,0.00706682950185956,0.33139615454659
"Trpm2",0.0727606295693546,0.00713885666428188,0.33139615454659
"Ccnt2",0.0727579919763809,0.00714094892744416,0.33139615454659
"Lpin2",0.0726818802363046,0.00720156171078082,0.33139615454659
"Mre11a",0.0726514133987993,0.0072259534487777,0.33139615454659
"H2-Ab1",0.0723829084933655,0.00744414164435084,0.337034761965039
"Slc11a2",0.0721835434877164,0.00760994529599169,0.341406219509329
"Clasp1",0.0721268362883336,0.00765770657652513,0.341406219509329
"Fam219a",0.0720372504077983,0.00773370677296013,0.341406219509329
"9330182L06Rik",0.0720261982621199,0.00774312949672803,0.341406219509329
"Olfm1",0.0719542532882077,0.00780471917444701,0.341531882262322
"Cog3",0.0719048859313784,0.00784723417590572,0.341531882262322
"Tbc1d20",0.071411864401098,0.00828332858032097,0.358200862838752
"Cp",0.0713010068671339,0.00838431948679331,0.360258721387947
"Kdsr",0.071229681954392,0.0084498765064888,0.360777638688439
"Zfp704",0.0711444617534571,0.00852880527672577,0.361857360986114
"Setdb1",0.0709816868701591,0.00868139532965386,0.365042759375414
"Mark4",0.0708460025246491,0.0088104475010422,0.365042759375414
"Ttll5",0.0708376894657226,0.00881840959944787,0.365042759375414
"Cyp4v3",0.0708333360122786,0.00882258182032397,0.365042759375414
"Pstpip2",0.0707170044134196,0.00893472504535077,0.365042759375414
"Mfsd6",0.0706773459067745,0.00897324535566634,0.365042759375414
"Sestd1",0.0706676649624691,0.00898267092444688,0.365042759375414
"Srcin1",0.070357389133899,0.00928947782788823,0.373715284457081
"Uqcc1",0.0703253971056435,0.00932163737688588,0.373715284457081
"Dnttip1",0.0701689568609968,0.00948033006996635,0.373715284457081
"Hspe1",0.0701086420701848,0.00954215325789984,0.373715284457081
"Mecp2",0.0700178420701965,0.00963590137580406,0.373715284457081
"Pirb",0.0699223618345374,0.00973536556769731,0.373715284457081
"Arf1",0.0698745530763815,0.0097855117693266,0.373715284457081
"Uhrf1bp1l",0.0698479479230447,0.00981351715799092,0.373715284457081
"Esco1",0.0697990657680293,0.00986515800322931,0.373715284457081
"Abl2",0.0697261670495189,0.00994262011975128,0.373715284457081
"Tdrd3",0.0697008950540021,0.00996960018823293,0.373715284457081
"Pgm2l1",0.0696474882934054,0.0100268309756177,0.373715284457081
"Vps35",0.0696472861931454,0.0100270481006125,0.373715284457081
"Fth1",0.0695287602494716,0.0101551084880908,0.376316776343477
"Ndufb4",0.0694708585284443,0.0102181951807221,0.376316776343477
"Gm16286",0.0693488389936776,0.010352283524999,0.376316776343477
"Mcm9",0.06934024720436,0.0103617837996193,0.376316776343477
"Psip1",0.0693276144150723,0.0103757664393547,0.376316776343477
"Ecsit",0.0692132022740303,0.0105031696411845,0.378900440638668
"Pogz",0.0690374322180553,0.010701606741066,0.38206051207758
"Nrp1",0.0690352971543252,0.0107040374714887,0.38206051207758
"Nploc4",0.0689223491305899,0.0108333278873568,0.384640157516363
"Rpl14",0.0683802191659604,0.0114733939241597,0.405233064986289
"Thoc7",0.0683150476380636,0.0115525531590538,0.405903768807171
"Vcam1",0.0680877792997212,0.0118324008011993,0.413582258056429
"Tmem234",0.0679750959357253,0.0119733679278381,0.415747757758147
"Fkbp4",0.0678912352150852,0.0120792411088937,0.415747757758147
"Ewsr1",0.0676782408293025,0.0123518787749989,0.420398376854878
"Rpl36",0.0676253447905321,0.0124204252406864,0.420398376854878
"Zfp992",0.0673305306228722,0.0128086660300179,0.425456616902204
"Trafd1",0.0673201190425199,0.0128225710138026,0.425456616902204
"Bcl7a",0.0671907684652439,0.0129964385316091,0.425456616902204
"Ubap2",0.0671357490795402,0.0130710225020679,0.425456616902204
"Gm39469",0.0670689570807607,0.0131620733255715,0.425456616902204
"Actr3",0.0670650620101123,0.0131674003295875,0.425456616902204
"Dcaf7",0.0670636290776314,0.013169360525904,0.425456616902204
"Agfg2",0.067045782195706,0.013193795975782,0.425456616902204
"Cpq",0.0670111951343651,0.0132412656346964,0.425456616902204
"Dnase1l1",0.0670090050402929,0.0132442765415747,0.425456616902204
"Slc9a1",0.0666720483975792,0.0137147834580182,0.438483076814174
"Socs6",0.0665360151407139,0.0139088722711475,0.438524574588276
"Josd2",0.0664641713333845,0.0140123514412614,0.438524574588276
"Ctr9",0.0664563903705549,0.0140235992732162,0.438524574588276
"Uevld",0.066444289883769,0.0140411070428502,0.438524574588276
"Lrrfip1",0.0662846047603339,0.0142739614445983,0.441958985095253
"P2rx7",0.066206044358868,0.0143897628693323,0.441958985095253
"Psmd5",0.0661805740734906,0.0144274844354886,0.441958985095253
"Itgb1",0.0661586584835282,0.0144600111828549,0.441958985095253
"Vcp",0.0661461234541022,0.0144786444865181,0.441958985095253
"B4galt6",0.066046533697144,0.0146274375836752,0.444489612339968
"Ifi204",0.0659303097706153,0.0148027844062722,0.447394221449618
"Snx2",0.0658954981807452,0.0148556634457033,0.447394221449618
"Usp31",0.0658340999524072,0.0149493330873826,0.448214226699926
"Osbpl3",0.0657714935313383,0.0150453807664161,0.449019804793705
"Sms",0.0655363289441211,0.0154110258659437,0.449019804793705
"Vezt",0.0655258286397051,0.0154275329119233,0.449019804793705
"Lrrc8c",0.0654976469141177,0.0154719129792985,0.449019804793705
"Hist1h1c",0.0654430005585542,0.015558288976131,0.449019804793705
"Tnfrsf13b",0.0654239685362436,0.0155884710356824,0.449019804793705
"Rcc2",0.0653991988767756,0.0156278292296667,0.449019804793705
"Arl3",0.065382869448687,0.0156538239076918,0.449019804793705
"Supv3l1",0.0653588549723535,0.0156921213784608,0.449019804793705
"Cers4",0.0653402953720556,0.0157217759788614,0.449019804793705
"Sbno1",0.0652998870650972,0.015786510895297,0.449019804793705
"Eif1a",0.0650705190726127,0.0161584188120206,0.453961363399279
"Man2a1",0.0650693653186042,0.0161603088422487,0.453961363399279
"Pola1",0.0650065990992364,0.0162634226941353,0.453961363399279
"Napg",0.064968059457249,0.0163270223229881,0.453961363399279
"Atp5o",0.0649527788594166,0.0163522993338311,0.453961363399279
"Eif3j1",0.0648129620394607,0.0165851822711014,0.455081693640479
"Pms1",0.064762396079745,0.0166701199851491,0.455081693640479
"2700097O09Rik",0.0646660331149168,0.0168330416522927,0.455081693640479
"Zcchc9",0.0646336472239859,0.016888109346511,0.455081693640479
"Cybb",0.064608907310135,0.0169302824720225,0.455081693640479
"Ammecr1",0.0645587387088504,0.0170160863778024,0.455081693640479
"Fem1b",0.0645330987098616,0.0170600857524104,0.455081693640479
"Cxcl16",0.064490078871897,0.0171341337362116,0.455081693640479
"Coro7",0.0644897450166807,0.0171347094848327,0.455081693640479
"Rpl22",0.0643515414795516,0.0173745088629911,0.459640928587208
"Fam102b",0.0642375928801022,0.0175744290324372,0.461458387253533
"Thy1",0.064234423331804,0.0175800186071981,0.461458387253533
"Zzz3",0.0641207707099394,0.0177814791054626,0.462739784279338
"Ier3ip1",0.0640955863512599,0.0178263934048799,0.462739784279338
"Nupl2",0.064036704855525,0.0179317915217587,0.462739784279338
"Tmem87a",0.0640144280781024,0.0179718089951359,0.462739784279338
"Socs4",0.0639687168513208,0.0180541683091945,0.463092849482228
"Nrg2",0.0638466911044564,0.0182756451248997,0.465235856651221
"Prkch",0.0637313701367342,0.0184871328456634,0.468850369085884
"Stxbp5",0.0636533449363245,0.018631434300463,0.470740283861136
"Gid8",0.0636078116804888,0.0187160985214467,0.47111492770776
"Cep290",0.0634754955930492,0.0189640369111961,0.474770352904738
"Prkdc",0.0634553300678372,0.0190020746048442,0.474770352904738
"Actn4",0.0633165432140658,0.019265676666677,0.477004169248273
"Vwa8",0.0632967090597441,0.0193036077979215,0.477004169248273
"Mob3b",0.0632256541867221,0.0194400298110244,0.47862204782909
"Xpr1",0.0630950470880216,0.0196929851535576,0.483086828530544
"Esr1",0.0630151920862491,0.019849056032065,0.483971750643026
"Neat1",0.0629984546646978,0.0198819045263083,0.483971750643026
"Gclm",0.0629488136351332,0.0199796078783862,0.483971750643026
"Ecd",0.0629303639631412,0.0200160270426036,0.483971750643026
"Eef1b2",0.0628828207511981,0.0201101429532608,0.484510801295348
"Dgcr8",0.0627658011097902,0.0203434384462644,0.488387315866546
"Adarb1",0.0626410012860869,0.0205948402144433,0.492042049259743
"Rnf25",0.0626179598636822,0.0206415505396542,0.492042049259743
"4930555F03Rik",0.0625084277333053,0.0208648616758809,0.495613932624974
"Sgce",0.0622637753446918,0.0213712612984909,0.500913395570526
"Fam114a2",0.0622572192301484,0.0213849774569095,0.500913395570526
"1110059E24Rik",0.0621495269086333,0.02161138082547,0.503439491509805
"Smarca4",0.0621023426890085,0.0217112318336166,0.503439491509805
"Nmi",0.0620997618160113,0.0217167050147277,0.503439491509805
"Mical2",0.0620405547188824,0.0218425935759696,0.504623754327024
"Cdk19",0.0618820054670095,0.0221828359108262,0.509798128566996
"Atf6",0.0618658756341608,0.022217706759368,0.509798128566996
"Ogfod1",0.0617768231469027,0.0224110864478816,0.512363092007852
"Erlin2",0.0617440722092639,0.0224825726634321,0.512363092007852
"Esyt2",0.0617007139027309,0.0225775163431345,0.512363092007852
"Arhgap24",0.0616635830861973,0.0226590998995012,0.512363092007852
"A230050P20Rik",0.0616393706286598,0.0227124370717478,0.512363092007852
"Wdr4",0.0615409147175771,0.0229304478469232,0.513916282974564
"Taf1",0.0615004403084981,0.0230205955642958,0.51422827045278
"Prdm10",0.0614459677426339,0.0231424063201131,0.515243145331627
"Creg1",0.0612681665553529,0.0235439015063832,0.520744785449382
"Naa50",0.0612231770724564,0.0236464450031036,0.521303653565154
"Rps6kb1",0.0610518286798654,0.0240405481116743,0.527556848129403
"Eif4g1",0.0610320096722996,0.0240864970684637,0.527556848129403
"Psme2",0.0606873054344931,0.0248979210295378,0.538337741234814
"Pcbp2",0.0606036121428975,0.0250984635756753,0.539189068721438
"Hnrnpd",0.0605929329747557,0.0251241527933159,0.539189068721438
"Dpp6",0.0605480152160128,0.0252324535726973,0.539189068721438
"3110043O21Rik",0.0605234966986107,0.0252917400532174,0.539189068721438
"Il10rb",0.0605048409862416,0.025336930741876,0.539189068721438
"Dapk1",0.0600460864862054,0.0264703661465901,0.560138324246141
"Plxnc1",0.0600393151168568,0.0264874185346159,0.560138324246141
"Ik",0.0599578609056168,0.026693289296351,0.562405353528116
"Zzef1",0.0599208000970227,0.0267874143181391,0.562405353528116
"Atp5c1",0.0598982890361946,0.0268447263320565,0.562405353528116
"Rpl35a",0.059826679222182,0.0270277451416295,0.564486590481215
"Pkia",0.0597255594500198,0.0272880166486406,0.566610990969884
"Micu2",0.0597219115456076,0.0272974462000018,0.566610990969884
"Evl",0.0596579328974996,0.0274632832217823,0.56818634532663
"Bptf",0.0594975161070317,0.0278829166631124,0.56818634532663
"Hspa4l",0.0594679833742376,0.0279607700926739,0.56818634532663
"Ttyh3",0.059356919171124,0.0282552326147891,0.56818634532663
"Slc35a1",0.0593073659672215,0.0283874708629667,0.56818634532663
"Unkl",0.0592891583848708,0.0284361934497437,0.56818634532663
"Ano10",0.0592593166037505,0.0285162041968663,0.56818634532663
"Tmem104",0.0592538808292158,0.0285307992427338,0.56818634532663
"Srsf2",0.059250563474784,0.0285397094917076,0.56818634532663
"Prdx1",0.0592478059776852,0.0285471178138217,0.56818634532663
"Itga4",0.0591908205191596,0.0287005863863317,0.56818634532663
"Fntb",0.0591521339382134,0.0288051778982667,0.56818634532663
"Prr16",0.0590863226276282,0.0289838559639515,0.570044000970311
"Pura",0.0590260274452829,0.029148393405279,0.571088727137138
"Acp2",0.0589846010086425,0.0292619053735535,0.571088727137138
"Usp25",0.0589740259557385,0.0292909427200489,0.571088727137138
"Eif2ak2",0.0589034035758361,0.0294854957455152,0.573225228528085
"Nln",0.058861263234652,0.0296021135613595,0.573372776615329
"Atp6v1b2",0.0588392915572176,0.0296630742719759,0.573372776615329
"Eif2ak1",0.0586990547227009,0.0300547095377126,0.57928305868974
"Usp19",0.058591918562998,0.0303568890327142,0.581079166978221
"Rasa3",0.0585869998342519,0.0303708247737489,0.581079166978221
"Tex261",0.058505266690601,0.0306031958803228,0.581079166978221
"Usp32",0.0584693143795465,0.0307058919863124,0.581079166978221
"Chd4",0.0584294126765479,0.0308202153016346,0.581079166978221
"Rnf150",0.0584207125822866,0.0308451905643865,0.581079166978221
"Heatr3",0.0584103392936928,0.0308749917300052,0.581079166978221
"Rnf166",0.058379067953285,0.0309649798503158,0.581079166978221
"Sgta",0.0583534257656159,0.0310389369335281,0.581079166978221
"Cdkl5",0.0582964539214979,0.0312037970741306,0.581079166978221
"Tmem65",0.0582499258245364,0.0313389922623458,0.581079166978221
"Flvcr1",0.0582343711144109,0.0313843009018675,0.581079166978221
"Ube2q2",0.0582152931205347,0.0314399489989699,0.581079166978221
"Acot13",0.0581796143980241,0.0315442462588641,0.581413894159282
"Mcf2l",0.0580719249291322,0.0318608472621704,0.584016980537778
"Bcl2l13",0.0580262306560211,0.031996005951208,0.584016980537778
"Lrrc41",0.0579695182178956,0.0321644376868316,0.584016980537778
"Srpk2",0.057955929033447,0.0322049090957683,0.584016980537778
"Pum1",0.0578136101644795,0.0326313894911514,0.587948256885793
"Daam1",0.0577964425997506,0.032683159847639,0.587948256885793
"Zfp532",0.0577478285591159,0.0328301412610951,0.588295429972702
"Zfp318",0.0576907123512973,0.0330035503691719,0.588295429972702
"Ttc5",0.0576823020315328,0.0330291507704122,0.588295429972702
"Eps15",0.0576013719255538,0.0332763651186648,0.590743050238192
"Mob3a",0.0575508402654068,0.0334315230927027,0.591939776334311
"Larp4",0.0574857223755623,0.033632379585816,0.592117019571093
"Tmem147",0.0574821057841102,0.0336435651380954,0.592117019571093
"Jarid2",0.0574623081112018,0.0337048525815742,0.592117019571093
"Chic1",0.0574019574429716,0.0338922683359457,0.593862966738415
"Cyld",0.057327679656445,0.0341241551824901,0.595624160013458
"Ctdspl2",0.0572837645779223,0.0342618892398595,0.595624160013458
"Clec2d",0.0572341421586704,0.0344180944588781,0.595624160013458
"Prkar1b",0.0572205897974374,0.0344608611293426,0.595624160013458
"Atp6v1a",0.0572109765361877,0.0344912248187529,0.595624160013458
"Mta3",0.0571486554148385,0.0346886216841281,0.595624160013458
"Tmem209",0.0571449794529361,0.0347002950228738,0.595624160013458
"Znhit6",0.0571230739630522,0.0347699273368111,0.595624160013458
"Vmp1",0.0570774780467903,0.0349152481941476,0.595624160013458
"Sh3glb1",0.0569650467428469,0.0352757983803991,0.595624160013458
"Dnaja1",0.05692140614065,0.0354165998244276,0.595624160013458
"Smo",0.0569057670980442,0.0354671738731986,0.595624160013458
"Otud4",0.0568970654466335,0.0354953402009221,0.595624160013458
"Fndc3b",0.0568970277480365,0.0354954622687656,0.595624160013458
"Tbpl1",0.0568618357166563,0.0356095700312518,0.595624160013458
"Sptssa",0.056850021939947,0.0356479454094265,0.595624160013458
"D3Ertd751e",0.0568431306772759,0.0356703469678976,0.595624160013458
"Gnptab",0.0568018819094814,0.0358046860447491,0.595755703954945
"Gars",0.0567170364720674,0.0360823663571558,0.595755703954945
"Dek",0.056687508334794,0.0361794346337588,0.595755703954945
"Cd68",0.0566820966480774,0.0361972486392817,0.595755703954945
"Atp1b1",0.0566788014219046,0.0362080994102471,0.595755703954945
"Atg3",0.0566439075679356,0.0363231705846327,0.596194911834385
"Ipo5",0.0566042993153842,0.0364541657960125,0.596209222976796
"Flot2",0.0565330509419647,0.0366908158102699,0.596209222976796
"Rps25",0.0564865800806502,0.0368458711913809,0.596209222976796
"2310035C23Rik",0.0564689759085183,0.0369047549584536,0.596209222976796
"Man2a2",0.0564674410175645,0.0369098927699579,0.596209222976796
"Rab2b",0.056447701131025,0.0369760232585761,0.596209222976796
"Tab2",0.0564379242554262,0.0370088140209443,0.596209222976796
"Erg28",0.0564312896982875,0.0370310798143015,0.596209222976796
"Myl12b",0.0563459517895475,0.0373184939972736,0.599406096441924
"Nampt",0.056318610615173,0.0374109780902349,0.599464271251127
"Dym",0.0561928958808886,0.0378387316720252,0.600797111837567
"Msantd2",0.0561922048513272,0.0378410943874314,0.600797111837567
"BC031181",0.0561894846922297,0.0378503961652781,0.600797111837567
"Yaf2",0.056077263350842,0.0382358420218369,0.605490587510122
"Klhl6",0.0559556975310634,0.0386571396690926,0.609970584185341
"Jpt1",0.0559435119389798,0.0386995864262268,0.609970584185341
"Ttll4",0.0558914284438867,0.0388814579569207,0.611408660553349
"Bclaf1",0.0558624886279218,0.038982826657463,0.611577089840106
"Kdelr1",0.0557908734639099,0.039234640533481,0.611793174330154
"Kdm3a",0.05578122564519,0.0392686695056266,0.611793174330154
"Hdac7",0.0557117526052656,0.0395144488604121,0.614117079784441
"Prrc2b",0.0556133894852732,0.0398646644410816,0.616660493571431
"Abraxas2",0.0555019619005453,0.0402645697949091,0.616660493571431
"Fam76a",0.0554876934930728,0.040316022666344,0.616660493571431
"Gm44148",0.0554875279823283,0.0403166198362411,0.616660493571431
"Arl1",0.0554538449975472,0.0404383055186072,0.616660493571431
"Grk3",0.0554468778502496,0.0404635143462248,0.616660493571431
"Oma1",0.055398649238891,0.0406383823496209,0.616660493571431
"Gm42418",0.0553934326183609,0.0406573351415257,0.616660493571431
"Dcaf12",0.0553683157718807,0.0407486933427441,0.616660493571431
"Lin7a",0.0553626211244905,0.0407694307934863,0.616660493571431
"Zfp771",0.0553006548547784,0.0409956633827714,0.6178113236076
"Gnl3",0.0552666502812006,0.0411202615327324,0.6178113236076
"Evi5l",0.0551378698172898,0.0415950424236811,0.623555902644783
"Fbxl17",0.0550493232635093,0.0419241741098536,0.624742061023324
"Edc3",0.0550465025763872,0.0419346948187326,0.624742061023324
"Mrps21",0.0550418657421525,0.0419519943141959,0.624742061023324
"Prpf40a",0.0549910736924906,0.0421418889403787,0.626187627294702
"Tab1",0.0548910466553761,0.0425179814631015,0.628132561261949
"Fam234a",0.0548794407380036,0.0425618016778388,0.628132561261949
"P2ry14",0.0548759588614561,0.0425749555623077,0.628132561261949
"C330018D20Rik",0.0548573727012947,0.0426452287367288,0.628132561261949
"Atl2",0.0548294385107302,0.0427510305299259,0.628319067439826
"Pphln1",0.0547609882509987,0.0430112260010766,0.629849355032639
"Zbtb8os",0.0546933345617686,0.0432697060692049,0.629849355032639
"Chn1",0.0546528975661333,0.0434248261958848,0.629849355032639
"Fgfr1op2",0.0546488371768336,0.0434404281266133,0.629849355032639
"Rpl8",0.0546421753589962,0.0434660362198352,0.629849355032639
"Mndal",0.0546282602364163,0.0435195671831414,0.629849355032639
"Zfp692",0.0545381069223286,0.0438677330145949,0.629849355032639
"Atad2",0.0545085691677761,0.0439823155120709,0.629849355032639
"Chmp4b",0.0544908490663808,0.0440511761640641,0.629849355032639
"Elmsan1",0.054486288257818,0.0440689142566566,0.629849355032639
"Lrp1",0.0543509182961964,0.0445981498294691,0.633387618420208
"Rbks",0.0542636551544658,0.044942140673883,0.63394336455996
"Patl1",0.054172795763705,0.0453026802451526,0.63394336455996
"Dpyd",0.0540953159958429,0.0456120490148974,0.63394336455996
"Tmem131l",0.0540763514494839,0.0456880428138828,0.63394336455996
"Pdzd4",0.054058404808456,0.0457600558194493,0.63394336455996
"Mmp14",0.0540571095713125,0.045765256804348,0.63394336455996
