"gene","rho","pval","padj"
"Fars2",0.73348709660091,0.0102012842907634,0.136399953530141
"Cox7c",0.73348709660091,0.0102012842907634,0.136399953530141
"Atl3",0.73348709660091,0.0102012842907634,0.136399953530141
"Phip",0.728931276125128,0.0109303880754132,0.142377119511349
"Ptbp3",0.724375455649346,0.0116965672688233,0.149464362757938
"Frmd4b",0.724375455649346,0.0116965672688233,0.149464362757938
"Rpl19",0.724375455649346,0.0116965672688233,0.149464362757938
"Ppig",0.719819635173564,0.0125009051814068,0.155798318279384
"Gns",0.719819635173564,0.0125009051814068,0.155798318279384
"Srsf5",0.719819635173564,0.0125009051814068,0.155798318279384
"Nipbl",0.719819635173564,0.0125009051814068,0.155798318279384
"Zfp36l1",0.715263814697782,0.0133444877241827,0.156642562297238
"Smchd1",0.715263814697782,0.0133444877241827,0.156642562297238
"Wdr26",0.710707994222,0.0142284027178666,0.160486844063534
"Rbms1",0.710707994222,0.0142284027178666,0.160486844063534
"Rps9",0.710707994222,0.0142284027178666,0.160486844063534
"Snx9",0.710707994222,0.0142284027178666,0.160486844063534
"Snx2",0.710707994222,0.0142284027178666,0.160486844063534
"Ehd4",0.706152173746218,0.0151537392053323,0.16188042039982
"Fnip2",0.706152173746218,0.0151537392053323,0.16188042039982
"Osbpl8",0.706152173746218,0.0151537392053323,0.16188042039982
"Atp6v1b2",0.706152173746218,0.0151537392053323,0.16188042039982
"Ifngr2",0.706152173746218,0.0151537392053323,0.16188042039982
"Brd4",0.706152173746218,0.0151537392053323,0.16188042039982
"Svil",0.706152173746218,0.0151537392053323,0.16188042039982
"Arhgap12",0.706152173746218,0.0151537392053323,0.16188042039982
"Bcl2",0.701596353270436,0.0161215867678166,0.165225805503664
"Ncf2",0.701596353270436,0.0161215867678166,0.165225805503664
"Camk1d",0.701596353270436,0.0161215867678166,0.165225805503664
"Elf4",0.701596353270436,0.0161215867678166,0.165225805503664
"Jarid2",0.701596353270436,0.0161215867678166,0.165225805503664
"Cdk6",0.697040532794654,0.0171330348452198,0.171245531448014
"Disc1",0.697040532794654,0.0171330348452198,0.171245531448014
"Mtss1",0.697040532794654,0.0171330348452198,0.171245531448014
"Lamp2",0.692484712318872,0.0181891720608455,0.179141162882181
"Lcp1",0.692484712318872,0.0181891720608455,0.179141162882181
"Tbxas1",0.68792889184309,0.0192910855509082,0.182857754588187
"Mfhas1",0.68792889184309,0.0192910855509082,0.182857754588187
"Lonp2",0.68792889184309,0.0192910855509082,0.182857754588187
"Fli1",0.68792889184309,0.0192910855509082,0.182857754588187
"Rapgef6",0.68792889184309,0.0192910855509082,0.182857754588187
"Pnpla7",0.683373071367308,0.0204398602991254,0.189303109834561
"Crlf3",0.683373071367308,0.0204398602991254,0.189303109834561
"Mctp1",0.683373071367308,0.0204398602991254,0.189303109834561
"Ppp2r5c",0.683373071367308,0.0204398602991254,0.189303109834561
"Stag2",0.678817250891526,0.0216365784766987,0.195018981894887
"Tmem176a",0.678817250891526,0.0216365784766987,0.195018981894887
"Usp3",0.678817250891526,0.0216365784766987,0.195018981894887
"Sh3kbp1",0.674261430415744,0.0228823187879754,0.199135351866044
"Plcg2",0.674261430415744,0.0228823187879754,0.199135351866044
"Hectd1",0.674261430415744,0.0228823187879754,0.199135351866044
"Wdr44",0.669705609939962,0.0241781558220748,0.201717754565162
"Tmem164",0.669705609939962,0.0241781558220748,0.201717754565162
"Dennd4c",0.669705609939962,0.0241781558220748,0.201717754565162
"Etv6",0.669705609939962,0.0241781558220748,0.201717754565162
"Nrros",0.669705609939962,0.0241781558220748,0.201717754565162
"Ankhd1",0.669705609939962,0.0241781558220748,0.201717754565162
"P2rx4",0.66514978946418,0.0255251594107471,0.207803616331848
"Capza2",0.66514978946418,0.0255251594107471,0.207803616331848
"Cradd",0.66514978946418,0.0255251594107471,0.207803616331848
"Rbm25",0.66514978946418,0.0255251594107471,0.207803616331848
"Phc3",0.660593968988398,0.0269243939927269,0.212345122934827
"Notch2",0.660593968988398,0.0269243939927269,0.212345122934827
"Zcchc7",0.660593968988398,0.0269243939927269,0.212345122934827
"Dock7",0.660593968988398,0.0269243939927269,0.212345122934827
"Ppm1h",0.660593968988398,0.0269243939927269,0.212345122934827
"Sorl1",0.660593968988398,0.0269243939927269,0.212345122934827
"Pitpna",0.660593968988398,0.0269243939927269,0.212345122934827
"Rpl10",0.656038148512615,0.0283769179848306,0.217018929588534
"Gab3",0.656038148512615,0.0283769179848306,0.217018929588534
"Rab2a",0.656038148512615,0.0283769179848306,0.217018929588534
"Hmbox1",0.656038148512615,0.0283769179848306,0.217018929588534
"Csnk1g1",0.656038148512615,0.0283769179848306,0.217018929588534
"Ccny",0.656038148512615,0.0283769179848306,0.217018929588534
"Tmem243",0.651482328036833,0.0298837831600381,0.221821169853372
"AU020206",0.651482328036833,0.0298837831600381,0.221821169853372
"Mark3",0.651482328036833,0.0298837831600381,0.221821169853372
"Trio",0.651482328036833,0.0298837831600381,0.221821169853372
"Rbm47",0.646926507561051,0.03144603403279,0.230871064408011
"Ptpn1",0.642370687085269,0.0330647072517203,0.236729233834125
"Rnf169",0.642370687085269,0.0330647072517203,0.236729233834125
"Tusc3",0.642370687085269,0.0330647072517203,0.236729233834125
"Peak1",0.642370687085269,0.0330647072517203,0.236729233834125
"Taok1",0.642370687085269,0.0330647072517203,0.236729233834125
"Larp4b",0.642370687085269,0.0330647072517203,0.236729233834125
"Pot1b",0.642370687085269,0.0330647072517203,0.236729233834125
"Rbm39",0.637814866609487,0.0347408310000391,0.242704975048716
"Elf2",0.637814866609487,0.0347408310000391,0.242704975048716
"Med13l",0.637814866609487,0.0347408310000391,0.242704975048716
"Herc6",0.637814866609487,0.0347408310000391,0.242704975048716
"Foxo3",0.637814866609487,0.0347408310000391,0.242704975048716
"Dnajb14",0.633259046133705,0.0364754244037681,0.24879689821354
"Rspry1",0.633259046133705,0.0364754244037681,0.24879689821354
"Cd2ap",0.633259046133705,0.0364754244037681,0.24879689821354
"Rad51b",0.632420091324201,0.0368013052387453,0.250174529552279
"Nbeal1",0.628703225657923,0.0382694969480235,0.2584150981206
"Arl15",0.628703225657923,0.0382694969480235,0.2584150981206
"Frrs1",0.624147405182141,0.0401240479015355,0.262169749880907
"Dock2",0.624147405182141,0.0401240479015355,0.262169749880907
"Cdk13",0.624147405182141,0.0401240479015355,0.262169749880907
"Map3k1",0.624147405182141,0.0401240479015355,0.262169749880907
"9930021J03Rik",0.624147405182141,0.0401240479015355,0.262169749880907
"Arhgap30",0.619591584706359,0.042040065749582,0.270314945058618
"Sat1",0.619591584706359,0.042040065749582,0.270314945058618
"Mon2",0.619591584706359,0.042040065749582,0.270314945058618
"Atp13a3",0.619591584706359,0.042040065749582,0.270314945058618
"Pogz",0.615035764230577,0.0440185276355092,0.275149867789762
"Tmem50a",0.615035764230577,0.0440185276355092,0.275149867789762
"Rps11",0.615035764230577,0.0440185276355092,0.275149867789762
"Ankrd11",0.615035764230577,0.0440185276355092,0.275149867789762
"Slc9a9",0.615035764230577,0.0440185276355092,0.275149867789762
"Atp6v0a1",0.615035764230577,0.0440185276355092,0.275149867789762
"Dglucy",0.615035764230577,0.0440185276355092,0.275149867789762
"Asap1",0.615035764230577,0.0440185276355092,0.275149867789762
"Gls",0.610479943754795,0.0460603988110023,0.280108268672932
"Rgl1",0.610479943754795,0.0460603988110023,0.280108268672932
"Dnajc1",0.610479943754795,0.0460603988110023,0.280108268672932
"Usp25",0.610479943754795,0.0460603988110023,0.280108268672932
"Ranbp2",0.605924123279013,0.0481666320952633,0.28686852566471
"Ubac2",0.605924123279013,0.0481666320952633,0.28686852566471
"Cog5",0.605924123279013,0.0481666320952633,0.28686852566471
"Rpl8",0.605924123279013,0.0481666320952633,0.28686852566471
"Gusb",0.601368302803231,0.0503381673432462,0.293736300190792
"Bri3",0.601368302803231,0.0503381673432462,0.293736300190792
"P2ry6",0.601368302803231,0.0503381673432462,0.293736300190792
"Fnip1",0.601368302803231,0.0503381673432462,0.293736300190792
"Grb2",0.601368302803231,0.0503381673432462,0.293736300190792
"Arpc2",0.596812482327449,0.0525759309230915,0.298176417229555
"Il6ra",0.596812482327449,0.0525759309230915,0.298176417229555
"Snx10",0.596812482327449,0.0525759309230915,0.298176417229555
"Phkb",0.596812482327449,0.0525759309230915,0.298176417229555
"Ly86",0.596812482327449,0.0525759309230915,0.298176417229555
"Ext1",0.596812482327449,0.0525759309230915,0.298176417229555
"Crebrf",0.596812482327449,0.0525759309230915,0.298176417229555
"Galnt1",0.596812482327449,0.0525759309230915,0.298176417229555
"Fam13b",0.596812482327449,0.0525759309230915,0.298176417229555
"Pik3ap1",0.596812482327449,0.0525759309230915,0.298176417229555
"Arfgef2",0.592256661851667,0.0548808352028958,0.303573715820949
"Sppl3",0.592256661851667,0.0548808352028958,0.303573715820949
"Amn1",0.592256661851667,0.0548808352028958,0.303573715820949
"Rock1",0.592256661851667,0.0548808352028958,0.303573715820949
"Ube2d3",0.587700841375885,0.0572537780469472,0.309078550472691
"Lrp6",0.587700841375885,0.0572537780469472,0.309078550472691
"Arhgef1",0.587700841375885,0.0572537780469472,0.309078550472691
"Fyb",0.587700841375885,0.0572537780469472,0.309078550472691
"Pacsin2",0.587700841375885,0.0572537780469472,0.309078550472691
"Dennd1b",0.583145020900103,0.0596956423215481,0.31800923970239
"Dock11",0.583145020900103,0.0596956423215481,0.31800923970239
"Clta",0.583145020900103,0.0596956423215481,0.31800923970239
"Cop1",0.57858920042432,0.0622072954105431,0.323702395448161
"Trim30a",0.57858920042432,0.0622072954105431,0.323702395448161
"Herc4",0.57858920042432,0.0622072954105431,0.323702395448161
"Pdpk1",0.57858920042432,0.0622072954105431,0.323702395448161
"Acbd5",0.574033379948539,0.0647895887406607,0.329496674225175
"Sfmbt1",0.574033379948539,0.0647895887406607,0.329496674225175
"Arid4a",0.574033379948539,0.0647895887406607,0.329496674225175
"Btbd7",0.574033379948539,0.0647895887406607,0.329496674225175
"Gm42418",0.574033379948539,0.0647895887406607,0.329496674225175
"Abi1",0.569477559472756,0.0674433573167784,0.332929433796028
"Cd53",0.569477559472756,0.0674433573167784,0.332929433796028
"Ptpre",0.569477559472756,0.0674433573167784,0.332929433796028
"Plek",0.569477559472756,0.0674433573167784,0.332929433796028
"Spop",0.569477559472756,0.0674433573167784,0.332929433796028
"Atrnl1",0.568493150684932,0.0680262464939224,0.334987784563974
"Dhx9",0.564921738996974,0.0701694192672033,0.3373144226202
"Galk2",0.564921738996974,0.0701694192672033,0.3373144226202
"Dpy19l4",0.564921738996974,0.0701694192672033,0.3373144226202
"Sbno1",0.564921738996974,0.0701694192672033,0.3373144226202
"Cpq",0.564921738996974,0.0701694192672033,0.3373144226202
"Tcf20",0.564921738996974,0.0701694192672033,0.3373144226202
"Zfp292",0.560365918521192,0.0729685753990673,0.345020032156246
"Smg1",0.560365918521192,0.0729685753990673,0.345020032156246
"Crk",0.560365918521192,0.0729685753990673,0.345020032156246
"Abcc5",0.560365918521192,0.0729685753990673,0.345020032156246
"Fbxo11",0.560365918521192,0.0729685753990673,0.345020032156246
"Gtdc1",0.55581009804541,0.0758416087639215,0.352009673780133
"Irf2",0.55581009804541,0.0758416087639215,0.352009673780133
"Elf1",0.55581009804541,0.0758416087639215,0.352009673780133
"Mtmr3",0.55581009804541,0.0758416087639215,0.352009673780133
"Lcp2",0.55581009804541,0.0758416087639215,0.352009673780133
"Abr",0.55581009804541,0.0758416087639215,0.352009673780133
"Apobec3",0.55581009804541,0.0758416087639215,0.352009673780133
"Klra2",0.551461321437049,0.0786536945138139,0.358278299251496
"Atp7a",0.551254277569628,0.0787892842336129,0.358278299251496
"Mbnl1",0.551254277569628,0.0787892842336129,0.358278299251496
"Rsrp1",0.551254277569628,0.0787892842336129,0.358278299251496
"Bicra",0.551254277569628,0.0787892842336129,0.358278299251496
"Adcy9",0.551254277569628,0.0787892842336129,0.358278299251496
"Ncoa2",0.546698457093846,0.0818123480865214,0.363830684552173
"Actr3",0.546698457093846,0.0818123480865214,0.363830684552173
"Hnrnpa2b1",0.546698457093846,0.0818123480865214,0.363830684552173
"Nsd3",0.546698457093846,0.0818123480865214,0.363830684552173
"Ddx6",0.546698457093846,0.0818123480865214,0.363830684552173
"Rbm4b",0.546698457093846,0.0818123480865214,0.363830684552173
"Tnfrsf11a",0.542142636618064,0.0849115276042282,0.370272946507423
"Sec24b",0.542142636618064,0.0849115276042282,0.370272946507423
"Arpc3",0.542142636618064,0.0849115276042282,0.370272946507423
"Sfi1",0.542142636618064,0.0849115276042282,0.370272946507423
"Tbc1d23",0.542142636618064,0.0849115276042282,0.370272946507423
"Rftn1",0.542142636618064,0.0849115276042282,0.370272946507423
"Mertk",0.537586816142282,0.0880875306786813,0.376001531586168
"Stk4",0.537586816142282,0.0880875306786813,0.376001531586168
"Bach2",0.537586816142282,0.0880875306786813,0.376001531586168
"Fuca1",0.537586816142282,0.0880875306786813,0.376001531586168
"Exoc4",0.537586816142282,0.0880875306786813,0.376001531586168
"4930599N23Rik",0.537586816142282,0.0880875306786813,0.376001531586168
"Btbd1",0.537586816142282,0.0880875306786813,0.376001531586168
"Vrk2",0.537586816142282,0.0880875306786813,0.376001531586168
"Runx1",0.5330309956665,0.0913410454299228,0.385810817412164
"Man2a1",0.5330309956665,0.0913410454299228,0.385810817412164
"R3hcc1l",0.5330309956665,0.0913410454299228,0.385810817412164
"A630001G21Rik",0.528475175190718,0.0946727398344337,0.396564858352119
"Zfx",0.528475175190718,0.0946727398344337,0.396564858352119
"Htt",0.528475175190718,0.0946727398344337,0.396564858352119
"Gdi2",0.528475175190718,0.0946727398344337,0.396564858352119
"Stard9",0.523919354714936,0.098083261364148,0.40250021279312
"Dmtf1",0.523919354714936,0.098083261364148,0.40250021279312
"Man1a",0.523919354714936,0.098083261364148,0.40250021279312
"Tgfbr2",0.523919354714936,0.098083261364148,0.40250021279312
"Plcl2",0.523919354714936,0.098083261364148,0.40250021279312
"Adgre1",0.523919354714936,0.098083261364148,0.40250021279312
"Lpxn",0.523919354714936,0.098083261364148,0.40250021279312
"Dennd1a",0.519363534239154,0.101573236636186,0.406091811422691
"Ino80",0.519363534239154,0.101573236636186,0.406091811422691
"Fndc3b",0.519363534239154,0.101573236636186,0.406091811422691
"AI314180",0.519363534239154,0.101573236636186,0.406091811422691
"Cdk8",0.519363534239154,0.101573236636186,0.406091811422691
"Avl9",0.519363534239154,0.101573236636186,0.406091811422691
"Chd4",0.519363534239154,0.101573236636186,0.406091811422691
"Atf7ip",0.519363534239154,0.101573236636186,0.406091811422691
"Dennd5a",0.519363534239154,0.101573236636186,0.406091811422691
"Zfc3h1",0.519363534239154,0.101573236636186,0.406091811422691
"Lrp1",0.519363534239154,0.101573236636186,0.406091811422691
"Stab1",0.519363534239154,0.101573236636186,0.406091811422691
"Atp11c",0.518264840182648,0.102426847841489,0.408695268363571
"1700020I14Rik",0.514807713763372,0.105143271073346,0.413809482060596
"Xpo7",0.514807713763372,0.105143271073346,0.413809482060596
"Tnfaip8",0.514807713763372,0.105143271073346,0.413809482060596
"Eps15l1",0.51025189328759,0.108793948575402,0.420794985007157
"Nisch",0.51025189328759,0.108793948575402,0.420794985007157
"Ctsb",0.51025189328759,0.108793948575402,0.420794985007157
"Rreb1",0.51025189328759,0.108793948575402,0.420794985007157
"Ano6",0.51025189328759,0.108793948575402,0.420794985007157
"Mgrn1",0.51025189328759,0.108793948575402,0.420794985007157
"Ankrd44",0.505696072811808,0.112525831201227,0.42624700411872
"Prex1",0.505696072811808,0.112525831201227,0.42624700411872
"Cttnbp2nl",0.505696072811808,0.112525831201227,0.42624700411872
"Lyz2",0.505696072811808,0.112525831201227,0.42624700411872
"Snx20",0.505696072811808,0.112525831201227,0.42624700411872
"Ap1g1",0.505696072811808,0.112525831201227,0.42624700411872
"Stat3",0.505696072811808,0.112525831201227,0.42624700411872
"Gna13",0.505696072811808,0.112525831201227,0.42624700411872
"Itsn1",0.505696072811808,0.112525831201227,0.42624700411872
"Ptp4a2",0.501140252336026,0.116339458861796,0.433375216682593
"Eif4g3",0.501140252336026,0.116339458861796,0.433375216682593
"Pias1",0.501140252336026,0.116339458861796,0.433375216682593
"Mtdh",0.501140252336026,0.116339458861796,0.433375216682593
"Rpl24",0.501140252336026,0.116339458861796,0.433375216682593
"Phf3",0.496584431860244,0.120235349024061,0.440571995788712
"Babam2",0.496584431860244,0.120235349024061,0.440571995788712
"Nagk",0.496584431860244,0.120235349024061,0.440571995788712
"Myh9",0.496584431860244,0.120235349024061,0.440571995788712
"Myo1f",0.496584431860244,0.120235349024061,0.440571995788712
"Mgea5",0.496584431860244,0.120235349024061,0.440571995788712
"Lyn",0.492028611384462,0.124213996425763,0.450247861370943
"Sfswap",0.492028611384462,0.124213996425763,0.450247861370943
"Atxn7",0.492028611384462,0.124213996425763,0.450247861370943
"Wsb1",0.492028611384462,0.124213996425763,0.450247861370943
"Nfe2l2",0.48747279090868,0.128275872801152,0.454701342644668
"Serinc3",0.48747279090868,0.128275872801152,0.454701342644668
"Ppt1",0.48747279090868,0.128275872801152,0.454701342644668
"Aff1",0.48747279090868,0.128275872801152,0.454701342644668
"Ctsc",0.48747279090868,0.128275872801152,0.454701342644668
"Nrp1",0.48747279090868,0.128275872801152,0.454701342644668
"Cbl",0.48747279090868,0.128275872801152,0.454701342644668
"Ccm2",0.48747279090868,0.128275872801152,0.454701342644668
"Hnrnph1",0.48747279090868,0.128275872801152,0.454701342644668
"Lnpep",0.48747279090868,0.128275872801152,0.454701342644668
"Myl12b",0.48747279090868,0.128275872801152,0.454701342644668
"Osbpl9",0.482916970432897,0.132421426617676,0.464164688092168
"Utrn",0.482916970432897,0.132421426617676,0.464164688092168
"Psap",0.482916970432897,0.132421426617676,0.464164688092168
"Dnajc13",0.482916970432897,0.132421426617676,0.464164688092168
"Atg10",0.482916970432897,0.132421426617676,0.464164688092168
"Gapvd1",0.478361149957115,0.136651082823611,0.471621429437385
"Khdrbs1",0.478361149957115,0.136651082823611,0.471621429437385
"Evi5",0.478361149957115,0.136651082823611,0.471621429437385
"Cdc42se2",0.478361149957115,0.136651082823611,0.471621429437385
"Crebbp",0.478361149957115,0.136651082823611,0.471621429437385
"Gnaq",0.478361149957115,0.136651082823611,0.471621429437385
"Bmpr2",0.473805329481333,0.140965242606661,0.477531585273235
"Rsrc1",0.473805329481333,0.140965242606661,0.477531585273235
"Epb41",0.473805329481333,0.140965242606661,0.477531585273235
"Usp15",0.473805329481333,0.140965242606661,0.477531585273235
"Gm20388",0.473805329481333,0.140965242606661,0.477531585273235
"Myo5a",0.473805329481333,0.140965242606661,0.477531585273235
"Oxct1",0.473805329481333,0.140965242606661,0.477531585273235
"Opa1",0.473805329481333,0.140965242606661,0.477531585273235
"Pla2g7",0.473805329481333,0.140965242606661,0.477531585273235
"Trappc8",0.473805329481333,0.140965242606661,0.477531585273235
"Taf3",0.469249509005551,0.145364283163527,0.484307735490365
"Samhd1",0.469249509005551,0.145364283163527,0.484307735490365
"Ccnl1",0.469249509005551,0.145364283163527,0.484307735490365
"N4bp1",0.469249509005551,0.145364283163527,0.484307735490365
"Atp6v0d1",0.469249509005551,0.145364283163527,0.484307735490365
"Smurf2",0.469249509005551,0.145364283163527,0.484307735490365
"Rpl35a",0.469249509005551,0.145364283163527,0.484307735490365
"Copa",0.464693688529769,0.149848557480442,0.492743057903929
"Btk",0.464693688529769,0.149848557480442,0.492743057903929
"Wwp1",0.464693688529769,0.149848557480442,0.492743057903929
"Capzb",0.464693688529769,0.149848557480442,0.492743057903929
"Cdk17",0.464693688529769,0.149848557480442,0.492743057903929
"Atp5a1",0.464693688529769,0.149848557480442,0.492743057903929
"H2-DMb1",0.463470319634703,0.151067273931596,0.495660950298403
"Tpr",0.460137868053987,0.154418394124663,0.495660950298403
"Ncoa3",0.460137868053987,0.154418394124663,0.495660950298403
"Wls",0.460137868053987,0.154418394124663,0.495660950298403
"Lcorl",0.460137868053987,0.154418394124663,0.495660950298403
"Ube2h",0.460137868053987,0.154418394124663,0.495660950298403
"Apoe",0.460137868053987,0.154418394124663,0.495660950298403
"Irf8",0.460137868053987,0.154418394124663,0.495660950298403
"Slc25a36",0.460137868053987,0.154418394124663,0.495660950298403
"Grn",0.460137868053987,0.154418394124663,0.495660950298403
"Syk",0.460137868053987,0.154418394124663,0.495660950298403
"Ppp1r10",0.460137868053987,0.154418394124663,0.495660950298403
"H2-DMa",0.458904109589041,0.155670711481578,0.498887565843342
"Tpp2",0.455582047578205,0.159074097046929,0.502614400528559
"Trim14",0.455582047578205,0.159074097046929,0.502614400528559
"Phactr2",0.455582047578205,0.159074097046929,0.502614400528559
"Aftph",0.455582047578205,0.159074097046929,0.502614400528559
"Map2k6",0.455582047578205,0.159074097046929,0.502614400528559
"Zfp148",0.455582047578205,0.159074097046929,0.502614400528559
"Tle4",0.455582047578205,0.159074097046929,0.502614400528559
"Cr1l",0.451026227102423,0.163815945394853,0.509621562021891
"Cers6",0.451026227102423,0.163815945394853,0.509621562021891
"Prcp",0.451026227102423,0.163815945394853,0.509621562021891
"Ccr5",0.451026227102423,0.163815945394853,0.509621562021891
"Luc7l3",0.451026227102423,0.163815945394853,0.509621562021891
"Csf2ra",0.451026227102423,0.163815945394853,0.509621562021891
"Apbb1ip",0.446470406626641,0.168644193337254,0.512018986989346
"Rps6ka3",0.446470406626641,0.168644193337254,0.512018986989346
"Ythdf3",0.446470406626641,0.168644193337254,0.512018986989346
